Age,Education,Marital_Status,No of adults,Income,Kidhome,Teenhome,Years joined,Dependency Ratio,Enrollment year,enrollment_Customer,Customer tenure(days),Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,Total_Expenditure_2yrs,Avg_Monthly _spend,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Engagement score,Campaign2,Complain,Z_CostContact,Z_Revenue,Response
60,Graduation,Together,2,33456,1,1,11,1,2014,4/21/14,4238,58,7,3,10,8,1,7,36,1.50,2,1,0,3,7,4.6,0,0,3,11,0
43,Graduation,Married,2,28718,1,0,12,0.5,2013,7/13/13,4520,78,12,4,6,11,8,16,57,2.38,2,2,0,3,8,5,0,0,3,11,0
55,Graduation,Married,2,50447,2,0,11,1,2014,4/21/14,4238,4,85,7,24,2,3,27,148,6.17,1,3,1,3,6,4.2,0,0,3,11,0
66,PhD,Together,2,53537,1,1,11,1,2014,1/30/14,4319,17,81,0,6,0,0,6,93,3.88,2,2,1,3,5,3.8,0,0,3,11,0
58,Graduation,Single,1,52074,0,1,11,1,2014,4/4/14,4255,77,59,0,12,0,0,48,119,4.96,1,2,2,2,4,2.8,1,0,3,11,0
50,PhD,Married,2,80427,0,1,13,0.5,2012,9/12/12,4824,56,1149,71,449,69,71,26,1835,76.46,1,11,8,8,5,6.8,0,0,3,11,0
77,PhD,Married,2,83837,0,0,13,0,2012,12/16/12,4729,79,847,66,119,86,89,111,1318,54.92,1,9,10,5,4,4.6,1,0,3,11,1
55,PhD,Married,2,38853,1,1,11,1,2014,5/23/14,4206,90,29,0,14,0,0,2,45,1.88,2,2,0,3,7,4.6,0,0,3,11,0
66,Graduation,Together,2,38285,2,1,11,1.5,2014,6/24/14,4174,96,2,0,5,2,0,1,10,0.42,1,0,0,3,2,2.6,0,0,3,11,0
74,2n Cycle,Married,2,78497,0,0,12,0,2013,12/1/13,4379,44,207,26,447,75,0,223,978,40.75,1,5,7,12,2,8,1,0,3,11,0
49,PhD,Married,2,51650,0,1,11,0.5,2014,5/11/14,4218,81,152,3,22,2,5,7,191,7.96,1,4,1,4,5,4.4,0,0,3,11,0
37,2n Cycle,Married,2,16248,1,0,11,0.5,2014,5/10/14,4219,77,12,11,10,3,12,9,57,2.38,3,2,1,3,6,4.2,0,0,3,11,0
79,Master,Married,2,66835,0,0,12,0,2013,9/28/13,4443,21,620,26,195,34,17,141,1033,43.04,1,6,4,13,2,8.6,0,0,3,11,0
41,Master,Married,2,30477,1,0,11,0.5,2014,1/22/14,4327,16,47,1,6,0,0,12,66,2.75,1,1,1,3,6,4.2,0,0,3,11,0
64,Basic,Married,2,28249,0,0,11,0,2014,6/15/14,4183,80,1,9,7,2,14,10,43,1.79,1,2,0,3,6,4.2,0,0,3,11,0
42,Graduation,Married,2,25271,1,0,13,0.5,2012,12/5/12,4740,45,10,1,18,10,4,7,50,2.08,1,1,1,2,9,4.8,0,0,3,11,0
55,PhD,Single,1,32303,0,1,11,1,2014,3/8/14,4282,63,35,0,2,0,0,2,39,1.63,2,1,0,4,5,4.4,0,0,3,11,0
59,Graduation,Married,2,61286,0,1,12,0.5,2013,8/2/13,4500,34,356,0,107,19,9,117,608,25.33,2,7,1,8,5,6.8,0,0,3,11,0
49,Graduation,Married,2,74068,0,0,12,0,2013,3/19/13,4636,14,783,30,537,140,76,15,1581,65.88,1,4,10,9,2,6.2,0,0,3,11,0
61,PhD,Married,2,45759,1,1,12,1,2013,2/23/13,4660,13,42,1,18,3,0,4,68,2.83,2,2,0,3,7,4.6,0,0,3,11,0
47,Basic,Together,2,24882,1,0,13,0.5,2012,9/9/12,4827,52,1,4,10,29,0,36,80,3.33,1,1,1,2,6,3.6,1,0,3,11,0
36,PhD,Together,2,66973,0,0,12,0,2013,5/17/13,4577,98,466,22,432,147,113,102,1282,53.42,1,8,7,12,3,8.4,0,0,3,11,0
125,2n Cycle,Divorced,1,36640,1,0,12,1,2013,9/26/13,4445,99,15,6,8,7,4,25,65,2.71,1,2,1,2,5,3.2,0,1,3,11,0
37,Graduation,Married,2,38872,1,0,12,0.5,2013,5/30/13,4564,93,23,3,21,3,19,22,91,3.79,2,3,0,3,8,5,0,0,3,11,0
52,Graduation,Married,2,51148,1,1,12,1,2013,2/18/13,4665,38,235,6,45,8,9,12,315,13.13,4,5,1,6,6,6,0,0,3,11,0
48,Graduation,Married,2,31353,1,1,12,1,2013,12/29/13,4351,24,10,0,10,3,1,7,31,1.29,2,1,1,2,8,4.4,0,0,3,11,0
45,Master,Married,2,69661,0,0,11,0,2014,5/13/14,4216,80,656,16,106,32,16,8,834,34.75,1,7,3,12,3,8.4,0,0,3,11,0
71,Graduation,Married,2,80067,0,0,12,0,2013,9/19/13,4452,82,519,17,813,27,173,51,1600,66.67,1,4,6,6,2,4.4,1,0,3,11,0
71,Graduation,Married,2,86718,0,0,12,0,2013,1/17/13,4697,20,344,189,482,50,33,172,1270,52.92,1,5,6,5,2,3.8,0,0,3,11,0
52,PhD,Single,1,46854,1,1,11,2,2014,3/31/14,4259,81,96,1,79,7,1,79,263,10.96,6,5,1,3,8,5,1,0,3,11,1
73,Graduation,Divorced,1,69142,0,1,11,1,2014,6/29/14,4169,50,448,4,34,6,4,39,535,22.29,3,8,1,7,5,6.2,1,0,3,11,0
57,Graduation,Single,1,75922,0,0,12,0,2013,12/9/13,4371,60,265,138,553,224,23,92,1295,53.96,1,4,4,9,1,5.8,0,0,3,11,0
47,Graduation,Divorced,1,63693,0,1,12,1,2013,10/14/13,4427,63,587,43,337,42,87,54,1150,47.92,3,11,6,9,6,7.8,0,0,3,11,0
48,PhD,Together,2,102160,0,0,13,0,2012,11/2/12,4773,54,763,29,138,76,176,58,1240,51.67,0,7,9,10,4,7.6,1,0,3,11,1
60,PhD,Single,1,40637,1,1,12,2,2013,7/17/13,4516,72,22,0,13,0,0,3,38,1.58,2,1,0,3,7,4.6,0,0,3,11,0
41,Master,Single,1,18890,0,0,13,0,2012,11/10/12,4765,5,6,4,1,7,2,15,35,1.46,1,0,1,2,6,3.6,1,0,3,11,1
37,Graduation,Together,2,29604,1,0,12,0.5,2013,12/8/13,4372,88,7,6,13,7,6,14,53,2.21,1,1,0,3,9,5.4,1,0,3,11,0
62,Master,Divorced,1,48721,1,1,12,2,2013,5/13/13,4581,50,81,18,113,47,13,21,293,12.21,6,4,2,5,6,5.4,0,0,3,11,0
59,Graduation,Married,2,44794,0,1,11,0.5,2014,6/8/14,4190,99,54,0,7,0,0,4,65,2.71,1,2,0,3,6,4.2,0,0,3,11,0
71,Graduation,Divorced,1,64497,0,1,13,1,2012,9/10/12,4826,17,1170,48,320,42,32,192,1804,75.17,5,11,4,9,8,8.6,1,0,3,11,1
69,Graduation,Together,2,46097,0,1,12,0.5,2013,3/31/13,4624,11,72,24,68,65,4,8,241,10.04,5,3,1,6,4,5.2,0,0,3,11,0
71,Graduation,Together,2,77972,0,0,11,0,2014,3/18/14,4272,18,613,22,319,33,102,12,1101,45.88,1,4,6,9,1,5.8,0,0,3,11,0
57,PhD,Married,2,44377,1,1,13,1,2012,10/5/12,4801,70,224,0,30,0,0,10,264,11.00,8,5,1,5,8,6.2,0,0,3,11,0
51,Master,Together,2,46014,1,1,12,1,2013,1/21/13,4693,21,410,0,59,19,9,44,541,22.54,10,7,1,8,7,7.6,0,0,3,11,0
40,Graduation,Married,2,70951,0,0,12,0,2013,5/4/13,4590,66,239,10,554,254,87,54,1198,49.92,1,3,4,9,1,5.8,0,0,3,11,0
48,Graduation,Married,2,41443,1,0,11,0.5,2014,4/1/14,4258,79,171,7,171,25,19,89,482,20.08,6,8,1,5,8,6.2,0,0,3,11,0
47,2n Cycle,Single,1,52195,2,1,11,3,2014,5/12/14,4217,2,12,0,4,0,0,1,17,0.71,1,1,0,2,8,4.4,0,0,3,11,0
77,Master,Married,2,83790,0,0,12,0,2013,11/15/13,4395,81,1076,16,417,42,48,16,1615,67.29,1,8,10,6,3,4.8,1,0,3,11,0
71,Master,Widow,1,44551,0,1,12,1,2013,8/31/13,4471,24,182,4,33,0,0,66,285,11.88,2,4,1,5,7,5.8,0,0,3,11,0
45,Graduation,Together,2,69508,1,0,13,0.5,2012,11/14/12,4761,48,824,32,162,42,32,43,1135,47.29,2,11,4,11,6,9,0,0,3,11,0
37,2n Cycle,Together,2,45204,1,0,11,0.5,2014,4/11/14,4248,93,30,11,25,29,1,18,114,4.75,1,1,1,4,3,3.6,0,0,3,11,0
56,Graduation,Married,2,72460,0,0,12,0,2013,11/14/13,4396,56,377,10,540,80,30,10,1047,43.63,1,3,5,7,1,4.6,0,0,3,11,0
55,PhD,Together,2,77622,0,2,11,1,2014,4/14/14,4245,3,520,7,154,19,0,14,714,29.75,2,6,3,11,3,7.8,0,0,3,11,0
45,PhD,Married,2,30732,1,0,12,0.5,2013,1/5/13,4709,44,155,1,25,0,1,3,185,7.71,4,4,1,4,8,5.6,0,0,3,11,0
63,Graduation,Divorced,1,63887,0,1,13,1,2012,9/8/12,4828,38,897,23,207,15,11,92,1245,51.88,5,9,6,12,6,9.6,0,0,3,11,0
47,Graduation,Together,2,42011,1,0,12,0.5,2013,3/26/13,4629,46,131,0,16,2,1,39,189,7.88,4,3,1,4,8,5.6,0,0,3,11,0
49,Graduation,Together,2,51369,0,1,13,0.5,2012,10/25/12,4781,84,297,7,79,0,11,182,576,24.00,2,8,2,4,8,5.6,0,0,3,11,0
73,Graduation,Divorced,1,51537,0,1,13,1,2012,12/9/12,4736,27,787,20,204,0,0,92,1103,45.96,3,2,2,11,8,9.8,0,0,3,11,0
53,PhD,Married,2,79930,0,0,13,0,2012,8/8/12,4859,72,792,86,740,67,51,17,1753,73.04,1,3,5,8,2,5.6,0,0,3,11,0
39,PhD,Together,2,34320,1,0,11,0.5,2014,2/16/14,4302,66,4,1,9,3,0,0,17,0.71,1,1,0,2,8,4.4,0,0,3,11,0
59,Graduation,Single,1,37070,1,1,12,2,2013,3/20/13,4635,30,231,7,137,4,15,39,433,18.04,9,5,1,8,7,7.6,0,0,3,11,1
63,2n Cycle,Divorced,1,81975,0,1,12,1,2013,1/5/13,4709,2,983,76,184,180,138,27,1588,66.17,1,6,3,4,7,5.2,1,0,3,11,0
54,Graduation,Together,2,38590,1,0,12,0.5,2013,5/15/13,4579,65,3,1,8,4,3,3,22,0.92,1,1,0,2,8,4.4,0,0,3,11,0
74,Graduation,Single,1,15033,0,0,11,0,2014,4/16/14,4243,37,0,4,5,6,0,4,19,0.79,1,1,0,3,3,3,0,0,3,11,0
60,PhD,Married,2,62745,0,1,12,0.5,2013,3/23/13,4632,89,562,21,464,28,10,32,1117,46.54,3,7,8,11,5,8.6,0,0,3,11,0
50,2n Cycle,Married,2,22212,1,0,12,0.5,2013,12/9/13,4371,49,5,9,20,6,8,21,69,2.88,2,2,0,4,6,4.8,0,0,3,11,0
43,Master,Together,2,23661,1,0,12,0.5,2013,12/4/13,4376,46,18,0,4,0,0,1,23,0.96,1,1,0,3,7,4.6,0,0,3,11,0
67,PhD,Single,1,79761,0,1,12,1,2013,10/4/13,4437,32,415,5,124,15,35,11,605,25.21,1,5,2,11,3,7.8,0,0,3,11,0
52,Graduation,Single,1,7500,1,0,12,1,2013,12/26/13,4354,54,5,3,10,12,7,20,57,2.38,4,3,1,3,7,4.6,0,0,3,11,0
132,2n Cycle,Single,1,60182,0,1,11,1,2014,5/17/14,4212,23,8,0,5,7,0,2,22,0.92,1,1,0,2,4,2.8,0,0,3,11,0
57,Graduation,Widow,1,73455,0,0,12,0,2013,10/28/13,4413,98,901,61,757,186,163,20,2088,87.00,1,6,5,10,3,7.2,1,0,3,11,0
67,Graduation,Together,2,64961,0,1,13,0.5,2012,12/23/12,4722,97,382,114,276,75,124,38,1009,42.04,2,6,4,4,3,3.6,0,0,3,11,0
54,Graduation,Single,1,22804,1,0,12,1,2013,7/31/13,4502,75,14,1,7,2,1,1,26,1.08,1,2,0,2,9,4.8,0,0,3,11,0
35,Graduation,Married,2,73687,0,0,12,0,2013,11/28/13,4382,8,559,153,503,218,13,181,1627,67.79,1,3,9,9,2,6.2,1,0,3,11,1
67,Graduation,Married,2,61074,0,1,13,0.5,2012,8/17/12,4850,37,789,0,133,0,28,152,1102,45.92,7,11,5,8,7,7.6,0,0,3,11,0
61,PhD,Married,2,31686,1,1,11,1,2014,6/5/14,4193,31,11,0,5,0,0,1,17,0.71,2,1,0,3,6,4.2,0,0,3,11,0
53,Graduation,Married,2,80134,1,0,12,0.5,2013,5/20/13,4574,40,1218,16,272,104,0,80,1690,70.42,2,5,3,6,6,6,1,0,3,11,1
72,Graduation,Married,2,75027,0,1,12,0.5,2013,1/9/13,4705,74,925,64,179,133,12,77,1390,57.92,2,9,4,6,5,5.6,0,0,3,11,0
37,PhD,Married,2,67546,0,0,13,0,2012,8/31/12,4836,90,864,134,768,150,38,172,2126,88.58,1,4,10,5,3,4.2,0,0,3,11,0
56,Master,Together,2,65176,0,1,13,0.5,2012,10/29/12,4777,57,960,28,183,220,70,70,1531,63.79,4,9,6,6,6,6,0,0,3,11,0
50,Master,Single,1,31160,1,0,12,1,2013,9/16/13,4455,59,16,3,25,6,1,13,64,2.67,2,2,0,3,8,5,0,0,3,11,0
40,Graduation,Single,1,29938,1,0,12,1,2013,10/27/13,4414,52,3,3,7,0,2,11,26,1.08,2,1,0,3,6,4.2,0,0,3,11,0
51,Graduation,Divorced,1,102692,0,0,12,0,2013,4/5/13,4619,5,168,148,444,32,172,148,1112,46.33,1,6,9,13,2,8.6,1,0,3,11,1
67,2n Cycle,Together,2,26490,0,0,13,0,2012,9/22/12,4814,92,45,47,52,21,20,25,210,8.75,2,3,1,5,6,5.4,0,0,3,11,0
58,Graduation,Together,2,75702,1,1,13,1,2012,8/29/12,4838,77,650,28,353,45,42,30,1148,47.83,5,4,6,11,8,9.8,0,0,3,11,0
51,PhD,Single,1,30899,1,0,13,1,2012,10/13/12,4793,35,24,0,8,0,0,1,33,1.38,2,1,0,3,6,4.2,0,0,3,11,0
64,PhD,Together,2,63342,0,1,13,0.5,2012,10/16/12,4790,48,918,21,118,13,10,21,1101,45.88,3,8,3,5,6,5.4,1,0,3,11,0
61,Graduation,Single,1,45989,0,1,13,1,2012,10/22/12,4784,97,138,33,87,28,24,12,322,13.42,4,3,2,7,3,5.4,0,0,3,11,0
61,Graduation,Single,1,18701,1,1,12,2,2013,6/4/13,4559,95,12,4,2,10,6,10,44,1.83,4,2,0,4,5,4.4,0,0,3,11,0
68,PhD,Single,1,40737,2,1,12,3,2013,12/8/13,4372,24,11,0,4,0,0,2,17,0.71,1,1,0,2,8,4.4,0,0,3,11,0
46,Graduation,Divorced,1,15287,1,0,13,1,2012,10/10/12,4796,60,1,2,8,4,3,13,31,1.29,2,1,1,2,7,4,1,0,3,11,1
57,PhD,Divorced,1,69674,0,2,12,2,2013,5/22/13,4572,46,554,41,215,11,0,24,845,35.21,3,10,2,10,5,8,0,0,3,11,0
55,Master,Married,2,44159,1,0,11,0.5,2014,6/17/14,4181,85,167,2,62,24,13,7,275,11.46,4,4,1,6,5,5.6,0,0,3,11,0
47,PhD,Married,2,37717,1,0,13,0.5,2012,11/23/12,4752,31,9,0,6,4,1,5,25,1.04,1,1,0,2,9,4.8,0,0,3,11,0
73,Master,Together,2,43776,1,1,12,1,2013,2/3/13,4680,9,177,2,71,3,2,20,275,11.46,6,5,2,4,8,5.6,0,0,3,11,1
59,Master,Married,2,38179,1,1,12,1,2013,3/14/13,4641,30,38,4,22,4,2,20,90,3.75,4,3,1,3,7,4.6,0,0,3,11,0
62,Graduation,Married,2,80124,0,0,11,0,2014,6/26/14,4172,47,483,84,398,205,84,241,1495,62.29,1,3,7,8,1,5.2,1,0,3,11,0
55,PhD,Married,2,38097,1,1,13,1,2012,10/15/12,4791,70,77,2,35,0,1,69,184,7.67,4,3,2,2,7,4,1,0,3,11,1
55,Graduation,Married,2,72940,0,0,12,0,2013,6/19/13,4544,13,182,74,298,162,149,116,981,40.88,1,3,3,6,1,4,0,0,3,11,0
55,Graduation,Together,2,22070,1,0,12,0.5,2013,10/4/13,4437,11,10,7,19,8,2,21,67,2.79,2,2,2,2,6,3.6,0,0,3,11,0
72,Graduation,Single,1,69267,0,0,13,0,2012,9/22/12,4814,31,778,44,499,95,73,146,1635,68.13,2,3,4,5,7,5.8,0,0,3,11,1
42,Master,Single,1,31788,1,0,11,1,2014,3/20/14,4270,15,16,7,23,0,8,6,60,2.50,3,3,0,4,5,4.4,0,1,3,11,0
50,PhD,Together,2,61905,0,1,11,0.5,2014,2/4/14,4314,2,167,0,43,6,2,13,231,9.63,2,4,2,4,5,4.4,0,0,3,11,0
65,Graduation,Married,2,29315,1,1,11,1,2014,4/6/14,4253,55,13,2,14,8,7,4,48,2.00,4,2,0,4,6,4.8,0,0,3,11,0
62,Graduation,Divorced,1,33378,1,1,12,2,2013,2/6/13,4677,38,33,6,40,3,7,10,99,4.13,3,2,0,4,7,5.2,0,0,3,11,0
62,PhD,Together,2,66313,0,1,12,0.5,2013,9/16/13,4455,86,625,7,99,10,22,7,770,32.08,2,6,3,12,4,8.8,0,0,3,11,0
69,Graduation,Single,1,60714,0,0,12,0,2013,1/17/13,4697,56,216,162,224,101,92,162,957,39.88,2,7,4,10,5,8,0,0,3,11,1
44,Master,Together,2,77882,0,0,11,0,2014,4/30/14,4229,29,68,129,396,188,22,15,818,34.08,1,3,3,5,1,3.4,0,0,3,11,0
39,PhD,Single,1,69867,0,0,12,0,2013,4/2/13,4622,30,196,0,512,33,130,54,925,38.54,1,3,5,8,1,5.2,1,0,3,11,1
57,Master,Divorced,1,63841,0,1,12,1,2013,4/21/13,4603,64,635,15,100,20,7,131,908,37.83,1,9,3,9,6,7.8,0,0,3,11,0
44,Basic,Married,2,24480,1,0,12,0.5,2013,2/11/13,4672,46,4,19,9,28,25,17,102,4.25,3,3,0,4,7,5.2,0,0,3,11,0
49,Graduation,Together,2,51369,0,1,13,0.5,2012,10/25/12,4781,84,297,7,79,0,11,182,576,24.00,2,8,2,4,8,5.6,0,0,3,11,0
79,Graduation,Together,2,37760,0,0,13,0,2012,8/31/12,4836,20,84,5,38,150,12,28,317,13.21,2,4,1,6,7,6.4,0,0,3,11,0
51,PhD,Together,2,65640,0,1,11,0.5,2014,3/1/14,4289,74,204,7,149,20,15,66,461,19.21,1,5,1,8,2,5.6,0,0,3,11,0
50,Master,Married,2,44319,1,1,11,1,2014,4/17/14,4242,18,26,0,8,0,0,3,37,1.54,2,2,0,3,5,3.8,0,0,3,11,0
51,Graduation,Married,2,30631,1,0,12,0.5,2013,7/12/13,4521,75,15,6,20,4,5,20,70,2.92,1,3,1,2,7,4,0,0,3,11,0
73,Graduation,Together,2,75278,0,0,12,0,2013,1/29/13,4685,17,304,98,230,150,74,74,930,38.75,1,6,3,13,3,9,0,0,3,11,0
69,Master,Together,2,50898,1,1,12,1,2013,1/8/13,4706,88,285,28,242,55,114,135,859,35.79,13,6,2,12,5,9.2,0,0,3,11,0
59,Graduation,Widow,1,79946,0,0,11,0,2014,5/12/14,4217,19,395,183,565,166,141,28,1478,61.58,1,5,11,5,3,4.2,0,0,3,11,0
76,Master,Divorced,1,35416,0,0,12,0,2013,6/13/13,4550,62,248,3,81,4,3,51,390,16.25,3,7,1,5,8,6.2,0,0,3,11,0
41,2n Cycle,Together,2,32414,0,0,12,0,2013,7/4/13,4529,11,20,6,5,0,9,12,52,2.17,1,1,0,3,7,4.6,1,0,3,11,0
56,Graduation,Together,2,38361,1,0,12,0.5,2013,12/27/13,4353,74,39,0,56,20,8,14,137,5.71,3,3,1,3,7,4.6,0,0,3,11,0
45,Graduation,Married,2,82497,0,0,13,0,2012,10/31/12,4775,32,777,129,573,216,21,203,1919,79.96,1,2,7,9,4,7,1,0,3,11,0
54,Graduation,Together,2,16626,2,0,11,1,2014,1/15/14,4334,76,8,3,22,21,1,13,68,2.83,3,3,0,3,9,5.4,0,0,3,11,0
60,Graduation,Together,2,29672,1,1,12,1,2013,3/12/13,4643,6,9,1,3,0,4,8,25,1.04,1,0,0,3,6,4.2,0,0,3,11,0
73,Master,Together,2,55951,0,1,13,0.5,2012,8/23/12,4844,62,1241,0,80,0,13,40,1374,57.25,3,3,6,11,8,9.8,1,0,3,11,0
37,2n Cycle,Divorced,1,35388,1,0,12,1,2013,3/7/13,4648,20,6,4,7,4,3,8,32,1.33,1,1,0,3,7,4.6,0,0,3,11,0
39,Master,Together,2,42386,1,0,12,0.5,2013,1/13/13,4701,43,65,4,16,0,4,11,100,4.17,1,3,0,3,8,5,0,0,3,11,0
43,Graduation,Single,1,68627,0,0,12,0,2013,1/12/13,4702,45,395,15,263,60,54,38,825,34.38,1,2,3,6,1,4,0,0,3,11,0
60,PhD,Divorced,1,57912,0,1,11,1,2014,3/17/14,4273,34,801,0,80,0,0,35,916,38.17,5,8,3,12,5,9.2,1,0,3,11,0
67,Graduation,Divorced,1,35246,1,1,11,2,2014,4/16/14,4243,53,36,0,12,2,2,10,62,2.58,4,3,1,3,5,3.8,0,0,3,11,0
69,2n Cycle,Together,2,58821,0,1,12,0.5,2013,10/12/13,4429,44,513,14,154,19,0,28,728,30.33,1,9,2,9,6,7.8,0,0,3,11,0
47,PhD,Married,2,46377,1,0,11,0.5,2014,3/1/14,4289,89,37,0,46,4,3,0,90,3.75,1,2,1,3,4,3.4,0,0,3,11,0
37,Graduation,Single,1,39747,1,0,11,1,2014,4/13/14,4246,43,80,15,93,20,13,52,273,11.38,3,5,1,4,8,5.6,0,0,3,11,0
41,Graduation,Together,2,23976,1,0,12,0.5,2013,12/27/13,4353,68,14,1,21,2,3,25,66,2.75,3,3,1,3,7,4.6,0,0,3,11,0
64,Master,Married,2,80950,0,0,12,0,2013,3/28/13,4627,44,525,147,112,219,147,63,1213,50.54,1,6,7,9,2,6.2,1,0,3,11,0
59,Graduation,Widow,1,27038,0,0,13,0,2012,9/18/12,4818,64,1,26,25,17,23,15,107,4.46,1,3,0,3,9,5.4,0,0,3,11,1
78,Graduation,Single,1,77457,0,0,11,0,2014,3/5/14,4285,85,675,11,400,15,45,11,1157,48.21,1,2,5,10,1,6.4,1,0,3,11,0
61,Master,Married,2,64100,0,1,12,0.5,2013,9/10/13,4461,93,509,0,27,0,0,10,546,22.75,1,8,3,6,7,6.4,1,0,3,11,0
33,Master,Together,2,42670,0,0,12,0,2013,4/27/13,4597,12,154,2,46,20,4,15,241,10.04,1,4,2,4,4,4,0,0,3,11,0
49,Graduation,Divorced,1,12571,1,0,11,1,2014,1/18/14,4331,86,3,5,14,2,12,17,53,2.21,4,3,1,3,6,4.2,0,0,3,11,0
58,Graduation,Married,2,22574,2,1,12,1.5,2013,10/28/13,4413,28,25,0,8,2,0,2,37,1.54,2,2,0,3,7,4.6,0,0,3,11,0
36,Graduation,Married,2,,0,0,12,0,2013,6/3/13,4560,69,861,138,461,60,30,61,1611,67.13,1,6,5,12,3,8.4,1,0,3,11,0
49,Master,Single,1,70893,0,0,12,0,2013,2/6/13,4677,42,768,44,561,77,44,14,1508,62.83,1,6,6,10,3,7.2,0,0,3,11,0
59,Graduation,Married,2,54198,1,1,12,1,2013,12/17/13,4363,13,185,0,28,3,2,17,235,9.79,6,3,1,6,4,5.2,0,0,3,11,0
69,Master,Together,2,28839,1,1,11,1,2014,3/11/14,4279,86,24,0,7,0,0,1,32,1.33,2,2,0,3,5,3.8,0,0,3,11,0
53,Graduation,Married,2,40321,1,1,12,1,2013,7/29/13,4504,59,44,4,21,6,0,27,102,4.25,2,3,0,3,7,4.6,0,0,3,11,0
40,Graduation,Single,1,66503,1,0,13,1,2012,8/14/12,4853,30,91,64,128,65,3,50,401,16.71,2,4,3,6,3,4.8,0,0,3,11,0
74,Graduation,Married,2,30833,1,1,12,1,2013,7/16/13,4517,33,11,0,7,3,1,6,28,1.17,2,1,0,3,5,3.8,0,0,3,11,0
55,Graduation,Single,1,,1,2,12,3,2013,8/23/13,4479,67,738,20,172,52,50,20,1052,43.83,6,2,3,10,7,8.8,1,0,3,11,0
54,Graduation,Married,2,64795,0,1,12,0.5,2013,1/17/13,4697,23,412,5,119,38,29,77,680,28.33,3,3,3,12,2,8,0,0,3,11,0
51,Graduation,Married,2,34421,1,0,12,0.5,2013,7/1/13,4532,81,3,3,7,6,2,9,30,1.25,1,1,0,2,7,4,0,0,3,11,0
60,PhD,Divorced,1,47025,1,1,11,2,2014,2/9/14,4309,6,16,0,3,0,0,1,20,0.83,1,1,0,2,7,4,0,0,3,11,0
64,PhD,Divorced,1,64325,0,1,12,1,2013,2/7/13,4676,41,731,60,353,78,12,73,1307,54.46,5,10,3,5,7,5.8,0,0,3,11,0
72,Graduation,Single,1,40464,0,1,12,1,2013,1/11/13,4703,78,424,17,118,7,23,41,630,26.25,6,8,2,8,8,8,0,0,3,11,0
68,Graduation,Married,2,62187,0,0,12,0,2013,7/5/13,4528,49,792,0,275,45,45,126,1283,53.46,1,4,8,5,3,4.2,0,0,3,11,0
49,PhD,Divorced,1,14849,1,0,12,1,2013,7/2/13,4531,39,21,2,28,3,2,9,65,2.71,3,2,0,4,8,5.6,0,0,3,11,0
41,Graduation,Married,2,27255,1,0,12,0.5,2013,11/7/13,4403,3,22,1,11,0,1,2,37,1.54,1,1,0,3,7,4.6,0,0,3,11,0
75,PhD,Married,2,54432,2,1,12,1.5,2013,5/9/13,4585,37,33,0,5,0,0,0,38,1.58,1,1,0,3,4,3.4,0,0,3,11,0
39,PhD,Single,1,29999,1,0,12,1,2013,2/13/13,4670,22,68,7,59,10,5,11,160,6.67,4,3,1,4,8,5.6,0,0,3,11,0
42,Graduation,Single,1,24072,1,0,12,1,2013,4/16/13,4608,79,9,1,6,3,0,4,23,0.96,1,1,0,2,8,4.4,0,0,3,11,0
36,PhD,Single,1,33996,0,0,12,0,2013,9/11/13,4460,46,40,2,15,8,0,6,71,2.96,1,1,1,3,4,3.4,0,0,3,11,0
69,PhD,Married,2,66334,0,1,12,0.5,2013,4/3/13,4621,82,909,11,218,0,0,23,1161,48.38,2,9,3,5,5,5,0,0,3,11,1
54,Master,Married,2,35178,1,0,12,0.5,2013,1/10/13,4704,10,23,1,13,2,2,18,59,2.46,1,1,1,2,7,4,1,0,3,11,1
42,Graduation,Together,2,22010,1,0,12,0.5,2013,6/30/13,4533,51,11,2,9,3,0,8,33,1.38,2,2,0,3,8,5,0,0,3,11,0
65,Graduation,Divorced,1,62204,0,2,13,2,2012,9/12/12,4824,38,317,46,247,151,46,139,946,39.42,1,4,5,12,3,8.4,0,0,3,11,0
57,Graduation,Divorced,1,75693,0,0,13,0,2012,12/6/12,4739,10,797,153,293,72,97,30,1442,60.08,1,11,4,6,4,5.2,1,0,3,11,1
53,Graduation,Married,2,30675,1,0,13,0.5,2012,11/12/12,4763,14,10,2,16,11,2,21,62,2.58,1,1,0,3,8,5,0,0,3,11,0
60,Graduation,Together,2,83003,0,0,12,0,2013,3/3/13,4652,18,856,61,570,40,25,122,1674,69.75,1,7,6,8,3,6,1,0,3,11,1
126,PhD,Together,2,83532,0,0,12,0,2013,9/26/13,4445,36,755,144,562,104,64,224,1853,77.21,1,4,6,4,1,2.8,1,0,3,11,0
37,Graduation,Single,1,68655,0,0,13,0,2012,8/10/12,4857,95,456,19,832,75,118,38,1538,64.08,1,4,5,11,3,7.8,0,0,3,11,0
39,Graduation,Divorced,1,41411,0,0,12,0,2013,12/7/13,4373,11,37,32,38,11,3,18,139,5.79,1,2,1,4,6,4.8,0,0,3,11,0
56,PhD,Married,2,55212,0,1,13,0.5,2012,11/23/12,4752,65,1103,0,45,0,0,34,1182,49.25,3,4,2,11,8,9.8,1,0,3,11,0
